Burger King,255joanj,4. august 2021,"Det er den ringste oplevelse stod der inde i 20 min , der var 3 gæster i caféen udover os. Men vi fik ingen betjening, valgte at gå. Fra råder denne butik. Var der d 4/8 kl 21",1,Silkeborg
Burger King,892annwofie,12. december 2020,"Det er mere reglen at vi ingen oplever ringe service, kold mad og fejl i bestillingen. Det er også en bøvlet bestilling, da vi er to ud af fire som ønsker forskellige ting ude af vores burgere. Jeg får gerne jeres personale til at læse op, men alligevel er der ALTID fejl. I dag var vores burgere tilmed kolde og vores Chili Chesse havde ligget alt alt for længe og holdt varme. Derimod var vores hotwings ufattelig kolde og seje. Det er ikke et sted man føler sig velkommen som kunde - ej heller et sted man går fra med et smil.",1,Silkeborg
Burger King,Srn1234567890,30. december 2019,"Kørte i drive-in for at få et par burgere, vi ventede ca 30 min fra vi kørte ind til vi fik leveret made ",1,Silkeborg
Burger King,janhR1062QF,15. november 2019,Skulle jeg da aldrig have gjo ,1,Silkeborg
Burger King,Restorff,20. juli 2019,Brugte drive-in. Faldt for deres whopper tilbud. Da vi kom hjem og skulle til at spise. Var det tydeligt at både burgere og pomfritter var “gamle”. Og havde ligget i lang tid og ventet på at blive solgt. Vil ikke anbefale at du spise her. Det er i hvert fald sidste gang jeg har besøgt Burger King i Silkeborg. ,1,Silkeborg
Burger King,938s_renm,17. december 2018,Der var travlt. Mange i kø. Lang ventetid efter bestilling. Det virkede som om drive-thru blev prioriteret og som om ordresystemet var ned ,2,Silkeborg
Burger King,Helle S,27. maj 2018,"Vi har været ved Bruger King i Silkeborg 4-5 gange og der er altid lang ventetid - ikke just hvad man vil kalde Fast food. Efter ca. 15 min. ventetid i drive-in i dag får vi vores bestiling leveret og kører hjem med maden. Vi har bestilt 3 menuer, men der er kun 2 burgere i posen. Det er anden gang, at vi kommer hjem med mad fra Bruger King i Silkeborg hvor der mangler noget af bestillingen. Derudover var brugerne slaskede og kedelige. Næste gang vælger vi et andet sted.",1,Silkeborg
Burger King,Carsten L,11. maj 2018,Lidt hurtigt mad uden glæde og charme. Sløv betjening og ikke mange kunder.  Og alligevel lavede de fejl i bestillingen.,1,Silkeborg
Burger King,Holgaardjens,18. oktober 2017,Kære burger Ki ,1,Silkeborg
Burger King,Demir D,18. juli 2017,maden var kold og der manglede dyppelse til. colaen var uden brus. der var ingen i køen så nej det havde ikke travlt. folk hyggede bag disken istedet for tjekke om maden var varmt og frisk.,1,Silkeborg
Burger King,Demir D,"July 18, 2017",maden var kold og der manglede dyppelse til. colaen var uden brus. der var ingen i køen så nej det...More,1,Silkeborg
Burger King,Barrits,"April 27, 2017",Mig og min lille søn ventede 10-12 min. før vi kunne bestille mad. En enkelt sød pige klarede både betjening...More,2,Silkeborg
Burger King,381bjarnea,"July 7, 2016","Vi ventede i godt 6-7 minutter selvom vi stod forest ved kassen, efter vi havde bestilt en xl long hot...More",3,Silkeborg
Burger King,CarstenH248,"April 20, 2016",har du set en har du set dem alle. personalet er flinke men ikke hurtige. standard menu ligger lige ved...More,3,Silkeborg
Burger King,Michael B,"December 13, 2015","Hurtig betjening og god og varm mad. Stedet er fint og rent, og der er gode forhold for børn med...More",5,Silkeborg
Burger King,Jacob H,"May 15, 2015","Min ærlige oplevelse i Burgerking Silkeborg har været uacceptabel.
Dette siger jeg fordi, at jeg har været der inde tre...More",1,Silkeborg
Burger King,Kjeld M,"January 28, 2015","Under et frokostbesøg blev restauranten pludselig invaderet af personale fra et slamsugningsfirma, der gennem restauranten trak en stor kloakledning, hvorefter...More",2,Silkeborg
Koma Sushi,sofiew473,5. december 2020,"Min mad var 2 timer forsinket og kold. Jeg havde skrevet jeg ville betale med kontanter. Da maden så kom kunne jeg ikke betale med kontanter. Så manden kørte tilbage for at hente bytte penge. Vi ringede så og sagde vi ikke ville betale fuld pris da maden var kold og MEGA forsinket. Det ender så med deres chef ringede, os op og begynder at true og på livet. Udover det siger han også “jeg ved hvor i bor jeg kommer”. Så alt i alt en forfærdeligt service. IKKE KØB DERFRA!!!",1,Silkeborg
Koma Sushi,657jesperl,4. december 2020,Maden var bestilt til 1855 i god tid. Den var først klar 1920 og de to meget unge gutter var pressede og meget forvirre ,2,Silkeborg
Koma Sushi,klixbull,31. oktober 2020,Vi havde bestilt 2 menu’er. De var klar 45 min senere end aftalt og var kedeligt og ordinær sushi - bestemt ikke 800 kr værd,1,Silkeborg
Koma Sushi,jannieconstanzea,25. juli 2020,"Vi får sushi fra Koma Sushi, når vi skal forkæle os selv. Sunrise menuen med 32 stykker for 269 kr. er genial, og stykkerne er selvfølgelig frisklavede. Dvs. der ligger ikke færdiglavede sushi-stykker i en køleboks ved disken, og de smager sprælfriskt. Vi fik wasabi, soya og ingefær med i boksen (inkluderet), og der var nok til to voksne og et 8-årigt barn. Ebi tempura roll med sprød tigerreje i pankorasp, chili-mayo og rogn er vildt god, og alle stykker er virkelig smukke. ",5,Silkeborg
Koma Sushi,christinahS7859XT,9. juni 2020,Bestiller ikke her fra ige ,1,Silkeborg
Koma Sushi,travelerunicorngirl,17. november 2019,Sushien var meget skuffende med ufrisk tun som var direkte uspisel ,1,Silkeborg
Koma Sushi,Kirstine T,22. maj 2018,"Jeg er normalt rigtig glad for sushi, og derfor blev jeg meget skuffet over min bestilling hos Koma Sushi. Det smagte og lugtede gammelt, og var i det hele taget en rigtig dårlig oplevelse. Hvis man vil have sushi i Silkeborg, vil jeg anbefale at man køber det et andet sted end her",1,Silkeborg
Koma Sushi,FlyKid,24. april 2015,Har besøgt mange sushi restauranter i mit liv. Koma Sushi er den til dato ringeste jeg har prøvet. Fisken var gammel og grønsagerne ligeså. Derudover fik vi i vores takeaway box endestykke af sushi hvilket jeg heller aldrig har prøvet på en restauran ,1,Silkeborg
Koma Sushi,Benny K,23. april 2015,"Rigtig god take away sushi. Venlig japansk betjening og spændende, super lækker sushi. Har prøvet det flere gange, og der er rigeligt.",5,Silkeborg
Koma Sushi,jameswC6657MO,25. juli 2016,"Et lille familiedrevet sushi restaurant. Ikke et bredt udvalg af fisk valg, men meget velsmagende sushi og mange valg af ruller. Lige i centrum, så nemt for alle at opleve byen indkøbsområde. Ejerne var meget imødekommende og tage en masse stolte af deres virksomhed.",4,Silkeborg
Koma Sushi,jameswC6657MO,"July 25, 2016","A small family run sushi restaurant.  Not a wide variety of fish choices, but very tasty sushi and many choices of rolls.  Right in the downtown shopping district, so convenient for anyone exploring the city.  The owners were very accommodating and clearly take a lot of pride in their establishment.",4,Silkeborg
Koma Sushi,MortenBR,"February 10, 2016","Having tried Sushi in many countries, then I would rate this take away place as good. Fresh fish and newly made. We have got take away more times from Koma Sushi and its generally good. If you book on the web, just use the comment area to specify any special requirements and they are good to fulfill.
I will continue to order from this place as long as they keep this good standard.",5,Silkeborg
Koma Sushi,Jens S,"February 13, 2015","I've had my share of sushi over the past years, and after spending a month in Japan i thought coming home to 'european sushi' would bring disappointing experiences. Koma Sushi offer very limited seating in the restaurant, and I would not recommend it as the take-away option is frequently used. The quality and taske is good, the service is fast.The price/experience ratio is excellent, but not cheap.",4,Silkeborg
McDonald's,NielsOleL,19. oktober 2021,"Vi så frem til at smage Jyrks Singapore style kylling burger men sikken en skuffelse, der var ingen smag af noget køkken, hverken det kereanske, japanske, malaysiske eller hvad de nu prøver at bilde os ind, vi har boet i Asien i 5 år, og har aldrig før smagt så dårlig en ""efterligning"". Helt klart en ommer, Hr. Jyrk skulle måske prøve lidt af de køkkener han omtaler.",1,Silkeborg
