Catch Sushi bar,petermendoza23,28. november 2021,"Jeg/vi synes generelt det er en fantastisk oplevelse at besøge restauranten. Rigtig god service, kvik med maden osv. der er dog en lille påmindelse om maden ikke behøver at være hurtig, for kvalitets af maden bliver ikke nær så godt, som altid. Dette kan eksempelvis være de sidste to gange vi har været derinde, hvor nogle af sticks ar tørt især med kammekronerne og and ",3,Aalborg
Catch Sushi bar,C7578BBolgab,13. november 2021,"Mest velsmagende sushi i Aalborg. Hurtig søde betjening. Fantastiske cocteis og servering. Varmt anbefales . Kigger straks i min kalender, gerne vil bestike et bord igen.",5,Aalborg
Catch Sushi bar,Mette-Nordenbaek37,18. oktober 2021,Super lækker sushi - udvalget godt og alt var rigtig lækkert . Nemt at bestille via tablet og maden kom løbende og hurtigt 👏🏻👏🏻👏🏻 Kommer helt sikkert igen 👍🏻,5,Aalborg
Catch Sushi bar,9000-gourmet,28. september 2021,"På en almindelig kedelig mandag aften var der ikke desto mindre fuldt hus på Catch. Det forstår man godt, for stedet her er virkelig sympatisk og et sted, der helt sikkert vil tiltale mange. Kvikke og venlige tjenere, mad, der bliver leveret hurtigt, variation i udbuddet osv. Sushien er absolut udmærket og de små sticks og lune småretter var rigtig gode. (Dog var der en enkelt skævert: Oksekød på spyd var uspiseligt sejt). At man selv bestiller maden på de små iPads, vil mange sikkert finde sjovt - og effektivt var det i alle tilfælde. Dette sted fortjener succes!",4,Aalborg
Catch Sushi bar,Peterplyss,12. september 2021,"Vi var lige date night i Aalborg, og synes det løb spænde, med at man kunne sidde ved sit bord med bord s tablet og bestile. Det virkede virkelig godt, og det kom hurtigt, og var lækkert og frisk!! Vi kommer gerne igen !",5,Aalborg
Catch Sushi bar,Sara R,7. august 2021,Bedste sushi vi har prøvet i Aalborg. Super nemt at bestille over ipad og maden kommer med det samme. Kæmpe anbefaling her fra - prøv også deres panko kylling sticks :),5,Aalborg
Catch Sushi bar,306beritm,20. juli 2021,"En virkelig god smagsoplevelse👍.
Helt frisk mad.
Hurtig betjening.
God pris
Intet at klage over....🏆",5,Aalborg
Catch Sushi bar,Happiness09463875407,18. juli 2021,Vildt lækkert koncept med alt du kan spise for et meget rimeligt beløb! Sushien kunne måle sig med hvad karma sushi en gang kunne levere. Helt klart vores nye go to sushi spisested.  Maden kom hurtigt og desuden frisk og venlig betjening🤩,5,Aalborg
Catch Sushi bar,perloll,7. juli 2021,"Friske råvarer, ok variation i udvalget, gode smagsoplevelser (inkl cocktails) og hurtig levering efter bestilling. Det spillede. Familiefødselsdag for 6 pers. alt inkl. for 1700 kr. - det synes jeg var ret billigt. Det var en rigtig fin oplevelse, og vi kommer gerne igen.",4,Aalborg
Restaurant Tabu,Abcrkf,23. oktober 2021,"Jeg var på Tabu med min mand. Vi havde virkelig set frem til en dejlig madoplevelse. Vi blev dog skuffet. Maden var rigtig fin og flot udformet, men den var desværre smagsløs. På et tidspunkt fik vi brød med smør og salt, og vi spurgte om vi kunne lade salten stå, så vi selv kunne salte vores mad. Så smagte det af lidt mere. Derudover var vi slet ikke mætte, da vi gik derfra. Retterne var godt tænkt, men der manglende smag, og det var en skam. Jeg vil dog rose vores tjener. En ung pige, som studerede på gymnasie, som arbejder der som studiejob. Hun var ufaglært, men havde virkelig styr på vinene. Kadeau til hende. Hun trak oplevelsen op. Det er dog ikke et sted, hvor jeg har lyst til at ligge så mange penge igen.",2,Aalborg
Restaurant Tabu,Asser M,7. oktober 2021,"Nej nej nej. Når brødet tæller som en servering så ved man at man ikke er kommet på en restaurant af klasse :-)
Generelt en jævn oplevelse",3,Aalborg
Restaurant Tabu,793madsj,7. september 2021,"Besøgte stedet på vores tur i Aalborg i juli månede 2021! Fantastisk mad og dejligt betjening, alle pengene vær! Tak  mvh Mads og Frederikke",5,Aalborg
Restaurant Tabu,859alenc,22. maj 2021,"Lækker oplevelse.

Beliggenheden, restauranten, maden, vinmenuen(den opgraderede) og personalet, var helt i top. 

Fortjent med en Michelin-stjerne.",5,Aalborg
Restaurant Tabu,DayTrip316026,30. april 2021,Efter 4 besøg på Tabu må vi erkende at det samlede indtryk desværre skuffer lid ,3,Aalborg
