KOI Sushi,Mumsmad,26. november 2021,"Stemningen var rigtig hyggelig. Stille mulig, og god belysning. Maden var som sædvanlig for samt god vin. God betjening. Eneste minus var at vi kun måtte have bordet i to timer men det var vi informeret om",5,Odense
KOI Sushi,Z1086AKklaush,17. oktober 2021,"Har prøvet mange sushi restauranter men denne slår alt. Virkelig en lækker oplevelse og kan mærke at kokken, der i øvrigt også er ejer har passion for at lave sushi. Det er et meget lille sted og man føler sig virkelig hjemme her. Super service og vejledni ",5,Odense
KOI Sushi,FinnChristensen,17. oktober 2021,Det var en fantastisk aften på Koi. Helt klart den bedste sushi i 2021. I øvrigt fantastisk betjening i superhyggeligt rammer…,5,Odense
KOI Sushi,hbgdk,27. september 2021,"på besøg i Odense valgte vi at finde et sted at spise sushi, og ud fra andre positive anmeldelser valgte vi at prøve KOI. En lille restaurant, så bordbestilling forestiller jeg mig er en for ",5,Odense
KOI Sushi,856mortenh,10. september 2021,"God betjening - venlig, opmærksom uden at fylde for meget eller være påtrængende. Delikat og god value for Money..",5,Odense
KOI Sushi,325jeanettet,4. september 2021,"Jeg har haft sushi som yndlingsret i mange år, og derfor prøvet det rigtig mange forskellige steder, men Koi har faktisk slået alle oplevelser jeg har prøvet f ",5,Odense
KOI Sushi,Lene-Odenee,31. august 2021,Lækkert veltilberedt sushi. Meget serviceminded betjening. Hyggelige rammer. Alt i alt en rigtig god oplevelse,5,Odense
KOI Sushi,Stefan K,30. juli 2021,"Jeg har fået sushi på rigtig mange restauranter i mange lande, men denne sushi oplevelse skriver sig ind i topp ",5,Odense
KOI Sushi,joannag267,18. juli 2021,"Fantastisk frisk, smagfuld mad med en utroligt serviceminded servitrice. Hun var virkelig dygtig til at vejlede os. Vi fik en super oplevelse! Tak 🙏🏻",5,Odense
KOI Sushi,Torben L,26. juni 2021,"Lille hyggelig restaurant, med den bedste sushi smagt til dato. Så skøn og venlig betjening. Kan kun anbefales. Stemningen i top og rigtig god rosevin.",5,Odense
KOI Sushi,marina2300cph,"May 29, 2020","This is a fantastic place to get the unique sushi experience, service on top level and delicious dessert like black ice cream (never tried before). The  restaurant space is cozy and stylish. 
And all that for this price! Wow",5,Odense
KOI Sushi,OlafS178,"January 25, 2020","Me and my wife just had lunch, our first visit to KOI. We had a 24-pieces menu with the best sushi we havde had in a very long time. No standard fare, but well composed, original and well-balanced tastes. I particularly liked the 24-hour marinated...More",5,Odense
KOI Sushi,Henrik S,"December 28, 2019","Serious and passionated.
Good quality and exciting take on traditional formats.
Good value.
Good atmosphere.",5,Odense
